unique_id,ds,AutoETS,AutoTheta,Naive,SeasonalNaive,CatBoostRegressor,PatchTST,AutoETS_Standard,AutoTheta_Standard,Naive_Standard,SeasonalNaive_Standard,CatBoostRegressor_Standard,PatchTST_Standard,AutoETS_Robust,AutoTheta_Robust,Naive_Robust,SeasonalNaive_Robust,CatBoostRegressor_Robust,PatchTST_Robust,AutoETS_QuantileTransformer,AutoTheta_QuantileTransformer,Naive_QuantileTransformer,SeasonalNaive_QuantileTransformer,CatBoostRegressor_QuantileTransformer,PatchTST_QuantileTransformer
T22478,2016-07-01 12:00:00,1652.3413,1653.1115,1658.6,1633.9,1685.3616789723455,1664.3202,1671.1719,1653.4417,1658.6001,1633.9001,1685.360568630544,1645.4404,1670.9429,1651.081,1658.6001,1633.8999,1685.3603113161091,1652.5791,1659.8195,1645.6895,1658.6,1633.9,1677.599832516851,1630.5607
T22478,2016-08-01 12:00:00,1611.5264,1635.386,1658.6,1617.1,1685.3616789723455,1664.5524,1642.9875,1635.9185,1658.6001,1617.1001,1685.360568630544,1635.7148,1642.4626,1633.3772,1658.6001,1617.1001,1685.3603113161091,1640.0857,1625.7623,1630.5302,1658.6,1617.1001,1676.7349133673392,1630.5181
T22478,2016-09-01 12:00:00,1594.2805,1635.0308,1658.6,1602.6,1685.3616789723455,1625.0197,1629.177,1635.303,1658.6001,1602.6001,1685.360568630544,1621.3723,1628.5757,1632.5815,1658.6001,1602.6001,1685.3603113161091,1629.4001,1612.5206,1630.3276,1658.6,1602.6,1676.7349133673392,1610.4053
T22478,2016-10-01 12:00:00,1570.2938,1624.5581,1658.6,1584.4,1685.3616789723455,1592.6398,1605.2083,1624.9019,1658.6001,1584.4001,1685.360568630544,1597.3752,1604.4795,1621.9998,1658.6001,1584.3999,1685.3603113161091,1602.9658,1589.336,1621.4281,1658.6,1584.4,1676.7349133673392,1588.6327
T22478,2016-11-01 12:00:00,1551.4974,1610.0751,1658.6,1562.7,1729.898261919123,1577.252,1581.0591,1610.4277,1658.6001,1562.7,1729.8971483770233,1574.4858,1580.3567,1607.3457,1658.6001,1562.7,1729.8968964071742,1582.1504,1568.8041,1609.703,1658.6,1562.7,1676.7349133673392,1560.027
T22478,2016-12-01 12:00:00,1532.2975,1597.1732,1658.6,1526.1,1700.6027847672522,1584.1865,1552.7493,1597.581,1658.6001,1526.1001,1700.6017322591051,1559.449,1552.1807,1594.3184,1658.6001,1526.1001,1700.601471891134,1569.428,1544.5515,1598.4138,1658.6,1526.1,1677.599832516851,1562.6395
T22577,2015-07-01 12:00:00,3811.6172,3801.8455,3820.0,3850.0,3880.182640811632,3772.0627,3811.6401,3802.6423,3820.0,3850.0,3880.1810296181225,3806.1594,3811.6748,3808.1453,3820.0,3850.0,3880.1807247540073,3809.0315,3802.5679,3800.596,3820.0,3850.0,3877.333616119818,3783.5493
T22577,2015-08-01 12:00:00,3811.6172,3803.8577,3820.0,3830.0,3984.948251487891,3810.8184,3811.6401,3804.6846,3820.0,3830.0,3984.946609476777,3797.9343,3811.6748,3808.2,3820.0,3830.0,3984.9463177278762,3806.1885,3802.5679,3800.5884,3820.0,3829.9998,3950.490197020844,3796.5574
T22577,2015-09-01 12:00:00,3811.6172,3856.9639,3820.0,3910.0,4016.5254665857356,3818.8435,3811.6401,3862.3518,3820.0,3910.0,4016.524144675091,3830.3318,3811.6748,3823.0085,3820.0,3910.0,4016.5238940557074,3833.972,3802.5679,3809.5989,3820.0,3909.9998,4021.388396079284,3801.5137
T22577,2015-10-01 12:00:00,3811.6172,3820.1265,3820.0,3890.0,4019.349889019708,3872.4836,3811.6401,3821.6162,3820.0,3890.0,4019.3486005336804,3835.2222,3811.6748,3814.255,3820.0,3890.0,4019.3483622867307,3844.805,3802.5679,3801.0007,3820.0,3890.0,4025.964874673895,3819.3794
T22577,2015-11-01 12:00:00,3811.6172,3852.7673,3820.0,3940.0,4024.6476479863923,3889.7925,3811.6401,3857.1309,3820.0,3940.0,4024.6464113723623,3842.8691,3811.6748,3823.8518,3820.0,3940.0,4024.6461580787413,3854.9058,3802.5679,3811.2476,3820.0,3940.0,4025.964874673895,3834.7305
T22577,2015-12-01 12:00:00,3811.6172,3845.5205,3820.0,3870.0,4021.6462260579865,3872.0898,3811.6401,3849.416,3820.0,3870.0,4021.644948402277,3832.1995,3811.6748,3819.6934,3820.0,3870.0,4021.6447094870805,3843.1226,3802.5679,3805.013,3820.0,3869.9998,3958.491858591129,3823.2993
T22577,2016-01-01 12:00:00,3811.6172,3850.5117,3820.0,3770.0,4021.6462260579865,3887.8137,3811.6401,3855.0947,3820.0,3770.0,4021.644948402277,3828.7683,3811.6748,3818.7563,3820.0,3770.0,4021.6447094870805,3841.2144,3802.5679,3802.5432,3820.0,3769.9998,3958.491858591129,3836.2988
T22577,2016-02-01 12:00:00,3811.6172,3841.7344,3820.0,3760.0,4021.6462260579865,3823.661,3811.6401,3845.524,3820.0,3760.0,4021.644948402277,3809.9832,3811.6748,3816.3584,3820.0,3760.0,4021.6447094870805,3825.8567,3802.5679,3801.0286,3820.0,3759.9995,3955.455844688416,3819.76
T22577,2016-03-01 12:00:00,3811.6172,3818.7585,3820.0,3800.0,4021.6462260579865,3843.2666,3811.6401,3820.5364,3820.0,3800.0,4021.644948402277,3823.1914,3811.6748,3810.4346,3820.0,3800.0,4021.6447094870805,3838.621,3802.5679,3800.5105,3820.0,3800.0,3949.545768578461,3821.7861
T22577,2016-04-01 12:00:00,3811.6172,3802.1501,3820.0,3800.0,4021.6462260579865,3864.5457,3811.6401,3802.2537,3820.0,3800.0,4021.644948402277,3830.1636,3811.6748,3806.395,3820.0,3800.0,4021.6447094870805,3843.019,3802.5679,3800.2039,3820.0,3800.0,3949.545768578461,3838.8618
T22577,2016-05-01 12:00:00,3811.6172,3800.2441,3820.0,3770.0,4021.6462260579865,3846.3247,3811.6401,3800.5615,3820.0,3770.0,4021.644948402277,3830.63,3811.6748,3804.2234,3820.0,3770.0,4021.6447094870805,3840.9314,3802.5679,3799.9236,3820.0,3769.9998,3949.545768578461,3837.8354
T22577,2016-06-01 12:00:00,3811.6172,3807.883,3820.0,3820.0,4021.6462260579865,3818.0847,3811.6401,3808.718,3820.0,3820.0,4021.644948402277,3830.503,3811.6748,3806.1814,3820.0,3820.0,4021.6447094870805,3839.6992,3802.5679,3800.0889,3820.0,3820.0,3949.545768578461,3841.0408
T22577,2016-07-01 12:00:00,3811.6172,3794.3193,3820.0,3850.0,4021.6462260579865,3816.1418,3811.6401,3795.066,3820.0,3850.0,4021.644948402277,3829.1636,3811.6748,3800.529,3820.0,3850.0,4021.6447094870805,3830.4595,3802.5679,3799.2732,3820.0,3850.0,3949.545768578461,3820.1729
T22577,2016-08-01 12:00:00,3811.6172,3796.3262,3820.0,3830.0,4025.762213705777,3812.2373,3811.6401,3797.1082,3820.0,3830.0,4025.7609647655518,3834.7214,3811.6748,3800.5244,3820.0,3830.0,4025.7607070488784,3843.0615,3802.5679,3799.1362,3820.0,3829.9998,4020.9084133374618,3808.9265
T22577,2016-09-01 12:00:00,3811.6172,3849.3262,3820.0,3910.0,4025.762213705777,3877.2937,3811.6401,3854.7754,3820.0,3910.0,4025.7609647655518,3865.7817,3811.6748,3813.994,3820.0,3910.0,4025.7607070488784,3877.9531,3802.5679,3800.4395,3820.0,3909.9998,4023.8900347605727,3843.9922
T22577,2016-10-01 12:00:00,3811.6172,3812.5605,3820.0,3890.0,4025.762213705777,3840.1746,3811.6401,3814.0398,3820.0,3890.0,4025.7609647655518,3841.639,3811.6748,3805.939,3820.0,3890.0,4025.7607070488784,3852.5369,3802.5679,3799.785,3820.0,3890.0,4023.8900347605727,3812.9775
T22577,2016-11-01 12:00:00,3811.6172,3845.1353,3820.0,3940.0,4025.762213705777,3846.6855,3811.6401,3849.5542,3820.0,3940.0,4025.7609647655518,3859.4333,3811.6748,3814.6309,3820.0,3940.0,4025.7607070488784,3869.4731,3802.5679,3800.509,3820.0,3940.0,4023.8900347605727,3843.7097
T22577,2016-12-01 12:00:00,3811.6172,3837.9016,3820.0,3870.0,4025.762213705777,3842.145,3811.6401,3841.8396,3820.0,3870.0,4025.7609647655518,3852.7664,3811.6748,3810.7727,3820.0,3870.0,4025.7607070488784,3863.9138,3802.5679,3800.0742,3820.0,3869.9998,4023.8900347605727,3832.8948
T22593,2015-07-01 12:00:00,3843.8884,3816.0435,3863.0,3810.4,3883.0070632456045,3831.8582,3845.6655,3820.8564,3863.0,3810.4,3883.005485476712,3838.5466,3844.4846,3820.8564,3863.0,3810.4,3883.00519298503,3838.6953,3830.1165,3822.2346,3863.0002,3810.3997,3877.2200220498935,3845.6633
T22593,2015-08-01 12:00:00,3807.972,3786.3877,3863.0,3775.0,3986.114876086096,3829.496,3809.3318,3792.3633,3863.0,3775.0,3986.113211173657,3834.1125,3808.5222,3792.3633,3863.0,3775.0,3986.1129189649364,3830.4934,3794.826,3795.9084,3863.0002,3775.0002,3950.352492817887,3844.0186
T22593,2015-09-01 12:00:00,3859.6252,3834.8394,3863.0,3843.3,4016.348467091302,3892.2087,3860.687,3835.3572,3863.0,3843.3,4016.3471375635945,3874.0942,3860.476,3835.3572,3863.0,3843.3,4016.3469136950694,3864.748,3839.0408,3836.905,3863.0002,3843.3,3949.545768578461,3885.9077
T22593,2015-10-01 12:00:00,3919.5774,3876.4778,3863.0,3927.8,4019.349889019708,3927.9968,3922.1775,3873.4224,3863.0,3927.8,4019.3486005336804,3911.6616,3922.44,3873.4224,3863.0,3927.8,4019.3483622867307,3905.6768,3884.9717,3873.7258,3863.0002,3927.8003,4021.3190215312925,3919.9717
T22593,2015-11-01 12:00:00,3895.6958,3861.4395,3863.0,3902.8,4024.6476479863923,3922.3398,3894.714,3859.3596,3863.0,3902.8,4024.6464113723623,3897.2878,3897.0156,3859.3596,3863.0,3902.8,4024.6461580787413,3897.2231,3855.458,3857.765,3863.0002,3902.7998,4025.964874673895,3909.5842
T22593,2015-12-01 12:00:00,3883.043,3846.834,3863.0,3887.1,4024.6476479863923,3909.5576,3882.3496,3845.09,3863.0,3887.1,4024.6464113723623,3896.405,3885.4468,3845.09,3863.0,3887.1,4024.6461580787413,3897.0264,3842.1643,3845.207,3863.0002,3887.1,4025.964874673895,3898.4143
T22593,2016-01-01 12:00:00,3888.093,3834.0767,3863.0,3878.1,4021.6462260579865,3904.2964,3889.6868,3834.0388,3863.0,3878.1,4021.644948402277,3898.5596,3892.6047,3834.0386,3863.0,3878.1,4021.6447094870805,3894.3135,3837.4097,3834.0366,3863.0002,3878.1,3958.491858591129,3892.2632
T22593,2016-02-01 12:00:00,3912.494,3855.782,3863.0,3920.0,4024.6476479863923,3905.1973,3920.4126,3853.021,3863.0,3920.0,4024.6464113723623,3908.3784,3921.3408,3853.021,3863.0,3920.0,4024.6461580787413,3908.5754,3855.0447,3852.826,3863.0002,3920.0,4023.8900347605727,3910.8792
T22593,2016-03-01 12:00:00,3910.0295,3871.2363,3863.0,3927.7,4024.6476479863923,3914.7568,3918.4146,3865.7996,3863.0,3927.7,4024.6464113723623,3918.6113,3918.5693,3865.7993,3863.0,3927.7,4024.6461580787413,3921.5479,3855.2405,3865.0454,3863.0002,3927.6997,4023.8900347605727,3918.9753
T22593,2016-04-01 12:00:00,3905.6147,3886.751,3863.0,3918.1,4024.6476479863923,3918.3237,3912.0476,3877.9453,3863.0,3918.1,4024.6464113723623,3915.1082,3912.3499,3877.9453,3863.0,3918.1,4024.6461580787413,3915.73,3855.8435,3876.4404,3863.0002,3918.1,4023.8900347605727,3919.8733
T22593,2016-05-01 12:00:00,3896.5286,3884.5134,3863.0,3888.4,4024.6476479863923,3893.9602,3901.0046,3874.4841,3863.0,3888.4,4024.6464113723623,3902.837,3901.6016,3874.484,3863.0,3888.4,4024.6461580787413,3903.003,3850.7688,3874.063,3863.0002,3888.3997,4023.8900347605727,3902.3936
T22593,2016-06-01 12:00:00,3906.876,3902.1792,3863.0,3863.0,4021.6462260579865,3859.9583,3908.8264,3888.9817,3863.0,3863.0,4021.644948402277,3873.2793,3910.0142,3888.9817,3863.0,3863.0,4021.6447094870805,3869.48,3864.824,3888.559,3863.0002,3863.0002,3955.455844688416,3889.3713
T22593,2016-07-01 12:00:00,3877.1375,3849.2407,3863.0,3810.4,4024.6476479863923,3820.8162,3880.7944,3841.3608,3863.0,3810.4,4024.6464113723623,3843.5283,3881.5159,3841.3608,3863.0,3810.4,4024.6461580787413,3837.9229,3825.9094,3841.4153,3863.0002,3810.3997,3949.545768578461,3855.5232
T22593,2016-08-01 12:00:00,3841.221,3819.3032,3863.0,3775.0,4025.762213705777,3822.974,3844.4604,3812.8677,3863.0,3775.0,4025.7609647655518,3838.0713,3845.5535,3812.8677,3863.0,3775.0,4025.7607070488784,3838.0012,3791.0571,3810.5657,3863.0002,3775.0002,4020.9084133374618,3860.5852
T22593,2016-09-01 12:00:00,3892.8743,3868.152,3863.0,3843.3,4025.762213705777,3898.5034,3895.816,3855.8616,3863.0,3843.3,4025.7609647655518,3892.0232,3897.5073,3855.8616,3863.0,3843.3,4025.7607070488784,3883.2576,3835.1633,3855.3386,3863.0002,3843.3,4023.8900347605727,3894.331
T22593,2016-10-01 12:00:00,3952.8264,3910.128,3863.0,3927.8,4025.762213705777,3937.1665,3957.3062,3893.927,3863.0,3927.8,4025.7609647655518,3924.0115,3959.4714,3893.9268,3863.0,3927.8,4025.7607070488784,3924.474,3880.373,3893.6685,3863.0002,3927.8003,4023.8900347605727,3929.5144
T22593,2016-11-01 12:00:00,3928.9448,3894.9346,3863.0,3902.8,4025.762213705777,3932.7869,3929.8428,3879.864,3863.0,3902.8,4025.7609647655518,3911.9438,3934.0469,3879.864,3863.0,3902.8,4025.7607070488784,3914.5137,3851.945,3877.2522,3863.0002,3902.7998,4023.8900347605727,3929.287
T22593,2016-12-01 12:00:00,3916.292,3880.1785,3863.0,3887.1,4025.762213705777,3914.957,3917.4783,3865.5945,3863.0,3887.1,4025.7609647655518,3905.2344,3922.478,3865.5945,3863.0,3887.1,4025.7607070488784,3906.7056,3838.8337,3864.4197,3863.0002,3887.1,4023.8900347605727,3909.3765
T22775,2015-07-01 12:00:00,1290.3552,1285.2714,1286.448,1266.014,1255.629127316759,1287.5824,1290.5908,1287.4382,1286.448,1266.0142,1255.6276188162942,1283.7122,1290.2476,1287.4382,1286.448,1266.0142,1255.6281683362567,1284.5635,1291.4957,1285.7533,1286.4479,1266.014,1254.7455568997732,1284.4943
T22775,2015-08-01 12:00:00,1266.5734,1265.2562,1286.448,1240.611,1217.6269949009875,1275.6755,1266.8298,1268.4714,1286.448,1240.6111,1217.6254884302984,1277.7075,1266.4375,1268.4714,1286.448,1240.6108,1217.6260425398978,1278.2849,1267.514,1265.0559,1286.4479,1240.611,1260.6737970166903,1274.3567
T22775,2015-09-01 12:00:00,1273.2765,1262.515,1286.448,1245.73,1189.7108832885278,1275.6804,1273.5935,1266.2178,1286.448,1245.73,1189.7092965193979,1277.2568,1273.1548,1266.218,1286.448,1245.73,1189.7100725673954,1279.543,1275.6713,1262.5336,1286.4479,1245.73,1276.8826668220718,1276.6158
T22775,2015-10-01 12:00:00,1274.8453,1264.451,1286.448,1249.708,1189.7108832885278,1274.1226,1274.957,1268.3386,1286.448,1249.708,1189.7092965193979,1280.0105,1274.7849,1268.3384,1286.448,1249.708,1189.7100725673954,1281.5518,1275.2365,1264.6293,1286.4479,1249.708,1254.7455568997732,1273.1981
T22775,2015-11-01 12:00:00,1272.5419,1264.6743,1286.448,1249.132,1190.8276387740625,1279.799,1272.4104,1268.4114,1286.448,1249.1321,1190.8260825705256,1282.0264,1272.5632,1268.4111,1286.448,1249.1318,1190.826815044411,1282.5227,1269.9637,1264.7523,1286.4479,1249.132,1260.6737970166903,1275.7903
T22775,2015-12-01 12:00:00,1280.2192,1268.4697,1286.448,1257.424,1191.6371147920145,1281.7106,1280.4312,1272.2793,1286.448,1257.4241,1191.6354620151224,1284.4014,1280.3867,1272.2793,1286.448,1257.4238,1191.6363487460544,1283.4817,1275.4551,1271.0359,1286.4479,1257.424,1276.8826668220718,1278.4065
T22775,2016-01-01 12:00:00,1265.1852,1254.0597,1286.448,1244.915,1190.5203593064798,1274.5529,1266.9963,1258.7012,1286.448,1244.915,1190.5186759639946,1282.1226,1265.5728,1258.7012,1286.448,1244.915,1190.5196062690388,1283.511,1263.8252,1256.1445,1286.4479,1244.9152,1254.7455568997732,1272.8634
T22775,2016-02-01 12:00:00,1266.1436,1258.8792,1286.448,1249.912,1190.5203593064798,1274.1714,1268.4607,1263.218,1286.448,1249.9121,1190.5186759639946,1278.1509,1266.4988,1263.2183,1286.448,1249.9121,1190.5196062690388,1277.1409,1267.7699,1260.4663,1286.4479,1249.9119,1260.6737970166903,1269.6455
T22775,2016-03-01 12:00:00,1263.9705,1260.4528,1286.448,1251.316,1189.9748637218727,1274.7039,1265.9834,1264.6335,1286.448,1251.3162,1189.973153337944,1276.0137,1263.9783,1264.6333,1286.448,1251.3159,1189.9741560659895,1275.1907,1265.6776,1260.8258,1286.4479,1251.316,1276.8826668220718,1271.0624
T22775,2016-04-01 12:00:00,1260.928,1258.8333,1286.448,1255.374,1189.9748637218727,1273.59,1261.8247,1262.9138,1286.448,1255.374,1189.973153337944,1277.4648,1260.4358,1262.9136,1286.448,1255.374,1189.9741560659895,1278.4075,1262.0643,1260.4666,1286.4479,1255.374,1254.7455568997732,1271.3932
T22775,2016-05-01 12:00:00,1275.8154,1267.9255,1286.448,1278.144,1217.8077227611793,1282.6622,1276.7434,1271.7109,1286.448,1278.144,1217.8059912900853,1285.0745,1275.0073,1271.7112,1286.448,1278.144,1217.8069959231025,1285.4109,1278.0862,1268.3284,1286.4479,1278.1442,1260.831688339049,1279.0846
T22775,2016-06-01 12:00:00,1286.4277,1291.1237,1286.448,1286.448,1217.8077227611793,1287.2421,1286.4688,1292.981,1286.448,1286.448,1217.8059912900853,1289.3479,1285.3525,1292.9812,1286.448,1286.448,1217.8069959231025,1288.5977,1286.2916,1291.3722,1286.4479,1286.4479,1277.3285916711552,1284.5089
T22775,2016-07-01 12:00:00,1290.3713,1289.5168,1286.448,1266.014,1189.9748637218727,1287.1329,1290.6038,1291.6047,1286.448,1266.0142,1189.973153337944,1288.8953,1289.1233,1291.6047,1286.448,1266.0142,1189.9741560659895,1287.7322,1291.4957,1289.9592,1286.4479,1266.014,1254.7455568997732,1284.099
T22775,2016-08-01 12:00:00,1266.5883,1269.4181,1286.448,1240.611,1189.1653877039207,1277.7015,1266.8423,1272.6223,1286.448,1240.6111,1189.1637738933473,1280.242,1265.3132,1272.6221,1286.448,1240.6108,1189.1646223643465,1277.977,1267.514,1271.3079,1286.4479,1240.611,1260.6737970166903,1274.6871
T22775,2016-09-01 12:00:00,1273.2904,1266.6505,1286.448,1245.73,1189.1653877039207,1274.5427,1273.6052,1270.353,1286.448,1245.73,1189.1637738933473,1280.7056,1272.0305,1270.353,1286.448,1245.73,1189.1646223643465,1279.9316,1275.6713,1267.2471,1286.4479,1245.73,1276.8826668220718,1271.5913
T22775,2016-10-01 12:00:00,1274.8584,1268.5757,1286.448,1249.708,1189.9748637218727,1278.1099,1274.9683,1272.4583,1286.448,1249.708,1189.973153337944,1283.3586,1273.6606,1272.4583,1286.448,1249.708,1189.9741560659895,1283.1785,1275.2365,1271.0374,1286.4479,1249.708,1254.7455568997732,1274.4678
T22775,2016-11-01 12:00:00,1272.554,1268.7826,1286.448,1249.132,1190.5203593064798,1279.1249,1272.4211,1272.5159,1286.448,1249.1321,1190.5186759639946,1283.207,1271.439,1272.5159,1286.448,1249.1318,1190.5196062690388,1282.5371,1269.9637,1271.0924,1286.4479,1249.132,1260.6737970166903,1274.3412
T22775,2016-12-01 12:00:00,1280.2306,1272.5735,1286.448,1257.424,1190.5203593064798,1284.4419,1280.4414,1276.3689,1286.448,1257.4241,1190.5186759639946,1285.665,1279.2622,1276.3687,1286.448,1257.4238,1190.5196062690388,1285.1003,1275.4551,1274.6333,1286.4479,1257.424,1276.8826668220718,1280.3207
T23783,2007-09-01 12:00:00,5441.1704,5046.7007,2391.0852,5428.64,3639.6210919345904,3650.749,5489.0264,5441.748,2391.0852,5428.64,3639.6201216017307,4284.6143,5478.1416,5437.1074,2391.0852,5428.64,3639.6198334567953,4093.5334,5489.2964,5413.2056,2391.0852,5428.64,3281.9235406844446,5160.0034
T23783,2007-10-01 12:00:00,5267.2554,4994.835,2391.0852,6253.798,4472.48358457486,4931.8037,5309.884,5345.078,2391.0852,6253.798,4472.48213797074,4678.405,5305.542,5339.9736,2391.0852,6253.798,4472.481712026531,4476.793,5277.219,5314.9194,2391.0852,6253.7974,4167.251413514169,6265.8765
T23783,2007-11-01 12:00:00,3980.5,3937.9902,2391.0852,5128.4224,4446.550681078079,5282.979,4051.602,3953.563,2391.0852,5128.4224,4446.550207629436,5604.955,4107.7847,3947.9946,2391.0852,5128.4224,4446.550052944953,5160.7725,3929.8442,3814.601,2391.0852,5128.4224,4104.521893941042,6376.4956
T23783,2007-12-01 12:00:00,5318.1646,4921.24,2391.0852,5056.445,4608.677034686989,4956.496,5340.7925,5289.8545,2391.0852,5056.445,4608.676015579664,4400.281,5340.9863,5283.8223,2391.0852,5056.445,4608.675802282265,4443.083,5355.5,5244.933,2391.0852,5056.445,4412.86019965697,5897.5874
T23783,2008-01-01 12:00:00,2889.5056,3141.4246,2391.0852,3458.678,4290.667706267646,4503.914,2960.272,2848.0447,2391.0852,3458.678,4290.666703355074,3905.508,2937.594,2841.5483,2391.0852,3458.678,4290.666590150513,3762.113,2865.164,2786.2373,2391.0852,3458.678,4119.657187168085,5270.013
T23783,2008-02-01 12:00:00,1359.8073,2008.0983,2391.0852,2469.1777,3900.6840974213264,3605.5864,1388.3555,1326.842,2391.0852,2469.1777,3900.6834054583196,3097.8325,1398.9514,1319.8813,2391.0852,2469.1777,3900.6832469346427,2715.686,1866.2988,1839.9806,2391.0852,2469.1777,3953.5254676035197,4401.505
T23783,2008-03-01 12:00:00,2657.2756,2932.9067,2391.0852,3571.5862,3937.153745879623,5219.8916,2716.6877,2585.6274,2391.0852,3571.5862,3937.152336303619,3860.214,2703.2769,2578.203,2391.0852,3571.5862,3937.1520152508115,3472.4666,2698.0042,2586.147,2391.0852,3571.5862,3920.824667168241,5924.048
T23783,2008-04-01 12:00:00,5380.718,4919.176,2391.0852,6954.309,4830.980942055467,6400.922,5405.0347,5270.065,2391.0852,6954.309,4830.980024947757,6134.4336,5388.8604,5262.1763,2391.0852,6954.309,4830.979458167534,5429.852,5406.7744,5222.967,2391.0852,6954.3096,4986.906580947803,7951.905
T23783,2008-05-01 12:00:00,3795.611,3849.8613,2391.0852,2341.1277,4504.599500073324,5053.422,3818.33,3853.9832,2391.0852,2341.1277,4504.598800205022,4803.5454,3842.8584,3845.6304,2391.0852,2341.1274,4504.598751031815,4590.147,3707.387,3716.1873,2391.0852,2341.1277,4313.505462588372,6019.3306
T23783,2008-06-01 12:00:00,5357.274,5032.1523,2391.0852,4538.245,4575.897166990413,5949.3584,5352.1924,5436.157,2391.0852,4538.245,4575.89610256375,5430.864,5375.9478,5427.3403,2391.0852,4538.245,4575.895935270956,5466.791,5356.77,5396.2275,2391.0852,4538.2456,4406.462999377426,6631.9087
T23783,2008-07-01 12:00:00,5370.624,4977.0337,2391.0852,3748.0144,4443.642337369936,5194.458,5361.675,5381.827,2391.0852,3748.0144,4443.641279541484,4906.368,5394.024,5372.547,2391.0852,3748.0144,4443.641106063783,4687.354,5397.2056,5333.148,2391.0852,3748.0144,4284.434051187329,5617.4062
T23783,2008-08-01 12:00:00,2303.5215,2585.1594,2391.0852,2391.0852,4194.923887304234,3963.1294,2318.7358,2111.2097,2391.0852,2391.0852,4194.923044148054,3740.9304,2342.1167,2101.4648,2391.0852,2391.0852,4194.922852253373,3551.5566,2332.3804,2186.4836,2391.0852,2391.0852,4040.08193207475,4761.529
T23783,2008-09-01 12:00:00,5441.1704,4921.11,2391.0852,5428.64,4154.317208917084,5009.8477,5489.0264,5353.5566,2391.0852,5428.64,4154.3160303403365,4773.7197,5478.1416,5343.3477,2391.0852,5428.64,4154.315799625364,4680.653,5489.2964,5311.4746,2391.0852,5428.64,3911.731149537865,6362.0107
T23783,2008-10-01 12:00:00,5267.2554,4870.2764,2391.0852,6253.798,4286.925403265486,5776.996,5309.884,5256.8867,2391.0852,6253.798,4286.924191065433,5637.1743,5305.542,5246.214,2391.0852,6253.798,4286.923979649047,5655.584,5277.219,5204.0864,2391.0852,6253.7974,4063.2493742298593,7284.3657
T23783,2008-11-01 12:00:00,3980.5,3839.5823,2391.0852,5128.4224,4282.949676733668,5925.399,4051.602,3865.3716,2391.0852,5128.4224,4282.948506975615,5608.5396,4107.7847,3854.2346,2391.0852,5128.4224,4282.948246451661,5373.755,3929.8442,3705.9316,2391.0852,5128.4224,4117.453567831073,7598.034
T23783,2008-12-01 12:00:00,5318.1646,4798.005,2391.0852,5056.445,4274.8725355306815,5297.814,5340.7925,5201.663,2391.0852,5056.445,4274.871385611003,4634.986,5340.9863,5190.0625,2391.0852,5056.445,4274.871163364249,4763.263,5355.5,5130.1772,2391.0852,5056.445,4271.241118897084,6553.502
T23783,2009-01-01 12:00:00,2889.5056,3062.5938,2391.0852,3458.678,4212.993653942103,5124.833,2960.272,2759.8533,2391.0852,3458.678,4212.992397510498,4146.7554,2937.594,2747.7883,2391.0852,3458.678,4212.992210358872,3931.2761,2865.164,2716.3848,2391.0852,3458.678,4139.532810686238,6264.1567
T23783,2009-02-01 12:00:00,1359.8073,1957.6017,2391.0852,2469.1777,4150.684856872744,3885.8472,1388.3555,1238.6506,2391.0852,2469.1777,4150.683620650846,3231.3306,1398.9514,1226.1216,2391.0852,2469.1777,4150.68340925733,2918.668,1866.2988,1816.6589,2391.0852,2469.1777,4137.968687962647,4409.7095
T23822,2014-03-01 12:00:00,1767.6465,1770.5436,1842.0021,1745.0826,1852.5892012840777,1806.6217,1770.9773,1770.5325,1842.0022,1745.0828,1852.5881206133886,1776.0142,1768.6534,1770.65,1842.0021,1745.0826,1852.587848940936,1787.1366,1772.7437,1770.4484,1842.0021,1745.0826,1850.350444201544,1814.0022
T23822,2014-04-01 12:00:00,1767.8885,1770.9865,1842.0021,1714.9086,1852.5892012840777,1723.0673,1772.748,1770.988,1842.0022,1714.9087,1852.5881206133886,1762.7954,1768.9382,1771.1168,1842.0021,1714.9086,1852.587848940936,1772.7242,1776.8569,1773.1875,1842.0021,1714.9086,1850.2336348109827,1769.6818
T23822,2014-05-01 12:00:00,1740.1855,1741.1008,1842.0021,1726.2572,1852.5892012840777,1759.3019,1743.3296,1741.1016,1842.0022,1726.2573,1852.5881206133886,1759.2373,1741.3823,1741.2424,1842.0021,1726.2572,1852.587848940936,1762.7301,1746.8419,1741.8403,1842.0021,1726.2572,1850.2336348109827,1789.7743
T23822,2014-06-01 12:00:00,1806.3828,1804.1893,1842.0021,1796.1981,1858.0700252554088,1817.4055,1808.8069,1804.2334,1842.0022,1796.1982,1858.0689679640004,1824.6284,1804.9359,1804.3859,1842.0021,1796.1981,1858.0686713293026,1826.6276,1810.7407,1804.61,1842.0021,1796.1982,1860.1634073308312,1837.0278
T23822,2014-07-01 12:00:00,1893.6923,1897.3018,1842.0021,1925.5083,1875.5908950171142,1922.1274,1898.8826,1897.375,1842.0022,1925.5083,1875.5899070368696,1918.9683,1895.7477,1897.5393,1842.0021,1925.5084,1875.5896140538457,1911.0994,1897.9822,1898.0459,1842.0021,1925.5082,1873.9593668979674,1913.5399
